record_no,stratum,narrative,case_categorization,severity,impact_type,work_process,causal_density,causal_matches,token_count,existing_entities
540699,fire_explosion,On 27 of May 2017 at 23:53 an automatic fire alarm went off in the canteen 2-7 of the North Camp. OMC dispatcher notified ER team and company management. This was caused by a smoke generated by ignition of the electric oven.,Fire & Explosion - Uncontrolled chemical or physical reaction,"Damage - 1. Less than 100,000 Euros",Damage,Construction,0.0238095238095238,1.0,42.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Sabetta Site"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Sabetta"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Russia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""JSC YAMAL LNG"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled chemical or physical reaction"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""canteen 2-7"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North Camp"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ER team"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""company management"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""electric oven"", ""relation"": ""INVOLVED""}]"
511910,fire_explosion,"Fitter from PJOE S&P Workshop was doing cutting work. In the process, spark ignited the welding carton underneath his work place in the east side of Final Assembly 300-PAR-005 Deck-C, caused a minor fire, he put out the fire with his co-worker immediately.","Fire & Explosion - Flammable solids, liquids and gases",Fire/Explosion - 1. Negligible,Fire/Explosion,Yard - Spool Base Fabrication,0.0232558139534883,1.0,43.0,"[{""entity_type"": ""LOCATION"", ""value"": ""ALNG2 PJOE Yard"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Penglai"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""China"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""JSC YAMAL LNG"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Flammable solids, liquids and gases"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""PJOE S&P Workshop"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""welding cart"", ""relation"": ""INVOLVED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Final Assembly"", ""relation"": ""REPORTED_BY""}]"
588756,fire_explosion,"On 23.05.2018 at about 7:30 am at LLC SNEMA-SERVIS camp near Train 2&3 satellite offices an ignition in store container happened. Fire alarm triggered, at 07.35 am, 32 people were evacuated to the muster point. The elimination of smoke was done by firemen of FD JSC Yamal LNG. It was found out that an electrician of SNEMA was performing welding activities without authorization which caused the ignition. As the result of smoke the outside paint of container was damaged. No injured, no damage to property or equipment",Fire & Explosion - Uncontrolled chemical or physical reaction,"Damage - 1. Less than 100,000 Euros",Damage,Construction - Installation,0.0229885057471264,2.0,87.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Sabetta Site"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Sabetta"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Russia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""JSC YAMAL LNG"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Uncontrolled chemical or physical reaction"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""LLC SNEMA-SERVIS camp"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Train 2&3 satellite offices"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Muster point"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""FD JSC Yamal LNG"", ""relation"": ""REPORTED_BY""}]"
718571,fire_explosion,"At the southwest of the Deck C of 1-TMP-004 module, LCJT performed welding for the guardrail installation. The weldingsparks flied to the underneath scaffolding platform, causing an unsealed insulation glue bottle caught fire, the fire was putout by surrounding employees. No one was injured","Fire & Explosion - Flammable solids, liquids and gases",Injury - 1. First Aid Care,Injury,Construction,0.0227272727272727,1.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""ALNG2 COSCO Yard"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Qidong"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""China"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ARCTIC LNG 2"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Flammable solids, liquids and gases"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""Deck C"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""LCJT"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""weldingsparks"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""unsealed insulation glue bottle"", ""relation"": ""INVOLVED""}]"
651350,fire_explosion,"Air compressor which was being used for exchanger cell drying purpose after hydro test, suddenly its inside wiring(start-up panel wiring) caught minor fire due to heat. The minor fire extinguished by using fire extinguisher from nearby fire stand. No injury & property got damaged.","Fire & Explosion - Flammable solids, liquids and gases",Financial Impact - 1. No impact on entity/asset figures,Financial Impact,Construction,0.0227272727272727,1.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Haldia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""INDIAN OIL CORPORATION LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Flammable solids, liquids and gases"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""air compressor"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""fire extinguisher"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""nearby fire stand"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""No injury"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""LOCATION"", ""value"": ""property"", ""relation"": ""OCCURRED_AT""}]"
732855,fire_explosion,"On Date 19-10-2020 around 04:45pm at Ammonia compressor area,  suddenly smoke was found in welding cable due to overheating as cable was being kept in bundle at one place, immediately the power supply was cut off. There is no personal injury in this incident.","Fire & Explosion - Flammable solids, liquids and gases",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Construction - Installation,0.0227272727272727,1.0,44.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Sindri"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HINDUSTAN URVARAK AND RASAYAN LIMITED"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Flammable solids, liquids and gases"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""Ammonia compressor area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""personal injury"", ""relation"": ""RESULTED_IN""}]"
712201,fire_explosion,"While checking light towers, I noticed a large amount of Diesel had been spilled while filling the fuel tank and had flooded the bottom o the Light plant.  The exhaust runs through the bottom of the containment and could potentially cause the diesel to ignite.","Fire & Explosion - Flammable solids, liquids and gases",Environment - 4. Major Impact,Environment,Support Service,0.0222222222222222,1.0,45.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Minot Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Minot"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""HESS CORPORATION"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Flammable solids, liquids and gases"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""light plant"", ""relation"": ""REPORTED_BY""}]"
611782,falls_slips,Employee #10024200 Stacked four pallets high of the four inch triple step boxes. When the employee backed up on the swing lift the bottom pallet collapsed causing the stack to fall over.,Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Transport / Handling / Packing,0.0625,2.0,32.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Stephenville Manufacturing"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Stephenville"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Fall to lower level / fall to water / loose materials (e.g. silos with granulate)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""swing lift"", ""relation"": ""INVOLVED""}]"
518862,falls_slips,while coming down from scaffold his leg slipped from ladder steps. Since his safety belt tied with hand rail hence he hold on scaffold._x000D_ _x000D_ No injury/ property damage caused due to the incident.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Site Mechanical And Piping,0.0588235294117647,2.0,34.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Amalapuram"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""India"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""OIL AND NATURAL GAS CORP.LTD"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""BODY_PART"", ""value"": ""his leg"", ""relation"": ""AFFECTED""}, {""entity_type"": ""LOCATION"", ""value"": ""ladder steps"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""safety belt"", ""relation"": ""INVOLVED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""hand rail"", ""relation"": ""INVOLVED""}]"
539761,falls_slips,"at approx. 13:40pm a Doka system scaffold size approximately 8 meters height slanded inwards and rested against the building due to high winds. No damage, no personnel in the area due to weather condition . DOSH being notified. under investigation",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),"Damage - 1. Less than 100,000 Euros",Damage,Construction - Installation,0.05,2.0,40.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Pengerang"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""PETRONAS"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Fall to lower level / fall to water / loose materials (e.g. silos with granulate)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""building"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""DOSH"", ""relation"": ""REPORTED_BY""}]"
624259,falls_slips,A number of Genesis personnel have experienced slipping while walking across the car park due to the icy conditions. The loc bloc areas of the car park appear to be particularly affected._x000D_ Slips were experienced previously during December due to icy conditions.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 3. Lost Time Injury,Injury,Support Service,0.0476190476190476,2.0,42.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Aberdeen"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""UK"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""GENESIS OIL AND GAS (ABERDEEN)"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Genesis"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""car park"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""loc bloc areas"", ""relation"": ""OCCURRED_AT""}]"
638006,falls_slips,"Employee was on top of mud mat holding a tag line, the tagline popped causing the employee to fall back and fall off the mud mat. The Employees head was cut due to his hard hat cutting him when he hit the ground, due to the hard hat shifting and the brim cutting him._x000D_ Update: IP had successful neck surgery and is rapidly recovering.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 3. Lost Time Injury,Injury,Manufacturing,0.046875,3.0,64.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Lafayette"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Fall to lower level / fall to water / loose materials (e.g. silos with granulate)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""mud mat"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""BODY_PART"", ""value"": ""head"", ""relation"": ""AFFECTED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""hard hat"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""brim"", ""relation"": ""AFFECTED""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""IP"", ""relation"": ""REPORTED_BY""}]"
573683,falls_slips,"Technician was transporting a pallet from one location to another. As he was coming to a stop, forward momentum carried the wear bushing part off the pallet. Wear bushing was not banded down or chocked down before moving. No damages or injuries resulted.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Financial Impact - 2. Minor impact on entity/asset figures,Financial Impact,Yards,0.0465116279069767,2.0,43.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Gremp Campus (Generation Park)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Houston"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Shell"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Fall to lower level / fall to water / loose materials (e.g. silos with granulate)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""pallet"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""one location"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""forward momentum"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""wear bushing"", ""relation"": ""INVOLVED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""injuries"", ""relation"": ""RESULTED_IN""}]"
569539,falls_slips,"On 29.01.2018 around 1035Hrs, At fender storage area(Zone 1),Offshore Yard, One of Staff form Offshore Department Was sprained due to uneven surface area (Soil Area)._x000D_ Sprained at injury spot on his right ankle due to previously involved in motorcycle incident during performing routine inventory for asset equipment at fender area.","Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Yards,0.04,2.0,50.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Asiaflex Products"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Johor Bahru"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Malaysia"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Asia Pacific"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ASIAFLEX PRODUCTS SDN. BHD."", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""fender storage area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""zone B1"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Offshore Yard"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Offshore Department"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""sprain"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""LOCATION"", ""value"": ""Soil Area"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""BODY_PART"", ""value"": ""ankle"", ""relation"": ""AFFECTED""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""asset equipment"", ""relation"": ""INVOLVED""}, {""entity_type"": ""LOCATION"", ""value"": ""fender area"", ""relation"": ""OCCURRED_AT""}]"
606604,falls_slips,Employee fell to her knees when entering the building due to slipping in water. She sent an email to the building ERT Captain advising of the incident. She was then advised to be checked out in the clinic on site due to complaints of her back hurting as well. Adv,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Yards,0.04,2.0,50.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Gremp Campus (Generation Park)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Houston"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""building"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""ERT Captain"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""BODY_PART"", ""value"": ""back"", ""relation"": ""AFFECTED""}]"
642489,falls_slips,07..5.19 - 9:36 AM Injured Person (IP) contract employee  reported as injured due to tripping incident.  IP found to have an abrasion in their right pinky finger due to striking the conference room wall when tripping.  First aid treatment provided by Emergency Response Team member to IP at incident location.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 2. Medical Treatment Injury / Restricted Work Case / Loss of Consciousness,Injury,Information Technology,0.04,2.0,50.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Gremp Campus (Generation Park)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Houston"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""IP"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""tripping incident"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""abrasion"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""BODY_PART"", ""value"": ""pinky finger"", ""relation"": ""AFFECTED""}, {""entity_type"": ""LOCATION"", ""value"": ""conference room wall"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""Emergency Response Team"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""LOCATION"", ""value"": ""incident location"", ""relation"": ""OCCURRED_AT""}]"
665185,falls_slips,Exited the building in route towards the JLG forklift.  There was fresh snow on the ground.  While walking he stepped on black ice causing him to slide towards a goat head and striking his shin on a metal stud.  This caused an minor abrasion on the right shin below the knee cap.,"Work environment - Falls, slips and trips on same level (without potential to fall to lower level)",Injury - 1. First Aid Care,Injury,Workshop Activities,0.0384615384615384,2.0,52.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Minot Service Base"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Minot"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""building"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""JLG"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""forklift"", ""relation"": ""INVOLVED""}, {""entity_type"": ""INJURY_TYPE"", ""value"": ""abrasion"", ""relation"": ""RESULTED_IN""}, {""entity_type"": ""BODY_PART"", ""value"": ""right shin"", ""relation"": ""AFFECTED""}, {""entity_type"": ""BODY_PART"", ""value"": ""Knee cap"", ""relation"": ""AFFECTED""}]"
28885,falls_slips,"After completing his task, a technician was in the process of removing his Tyvek suit. As he attempted to extract his leg and boot, he encountered resistance due to the suit being tight around the boot area. To assist, another technician stepped on the back of the suit to hold it in place while the technician lifted his leg. However, this action caused the technician wearing the suit to lose his balance, resulting in a fall to the ground.","Falls, slips and trips on same level (without potential to fall to lower level)",2 - Minor,Injury/Illness,Vessel / Yards-Workshop Activities,0.0379746835443038,3.0,79.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Gremp Campus (Generation Park)"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Houston"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""USA"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""North America"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""TECHNIPFMC"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Falls, slips and trips on same level (without potential to fall to lower level)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""Tyvek suit"", ""relation"": ""INVOLVED""}, {""entity_type"": ""BODY_PART"", ""value"": ""left leg"", ""relation"": ""AFFECTED""}]"
705036,falls_slips,"Switching to the chain of 5 electric closets following initial shock by naze, an operator near the fall zone of the closets._x000D_ _x000D_ An electrical cabinet has been struck by a MEWP. The impact led the cabinet to tilt over, causing 4 other cabinets to fall. A worker was in the line of fire.",Work environment - Fall to lower level / fall to water / loose materials (e.g. silos with granulate),Injury - 4. Single Fatality / Serious Lost Time Injury / Permanent Disability,Injury,Construction - Installation,0.037037037037037,2.0,54.0,"[{""entity_type"": ""LOCATION"", ""value"": ""Lyon"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""France"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""LOCATION"", ""value"": ""Europe"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""ORGANIZATION"", ""value"": ""BOEHRINGER INGELHEIM SANT\u00e9 ANIMALE FRANCE"", ""relation"": ""REPORTED_BY""}, {""entity_type"": ""ROOT_CAUSE_CATEGORY"", ""value"": ""Fall to lower level / fall to water / loose materials (e.g. silos with granulate)"", ""relation"": ""CATEGORIZED_AS""}, {""entity_type"": ""LOCATION"", ""value"": ""fall zone"", ""relation"": ""OCCURRED_AT""}, {""entity_type"": ""EQUIPMENT"", ""value"": ""MEWP"", ""relation"": ""INVOLVED""}]"
